Gender,Study hours,Attendance percentage,Semester 1(aggregate),Semester 2(aggregate),Semester 3(aggregate),Semester 4(aggregate),Semester 5(aggregate),Semester 6(aggregate),Semester 7(aggregate),Semester 8(aggregate),Total aggregate,No. of backlogs,Internet access(yes/no),Extracurricular activities(yes/no),Library Usage,Sleep hours,Classroom engagement level,Peer interaction level,"Device used for studing_Laptops, Mobile","Device used for studing_Laptops, Mobile, Text books","Device used for studing_Laptops, Text books",Device used for studing_Mobile,"Device used for studing_Mobile, Text books",Device used for studing_Text books,slope,Trend,avg_score,Risk_Status
0,6.4,71.2,51.5,53.66,56.8,58.76,58.47,62.53,64.91,65.79,59.05,5,1,1,,6-8 hrs,0,0,False,False,False,False,False,False,2.0616666666666705,Improving,59.05249999999999,At Safe
0,4.4,73.4,77.71,79.82,81.81,86.47,83.66,91.43,87.52,90.57,84.87,3,1,0,,6-8 hrs,0,1,False,False,False,True,False,False,1.8401190476190545,Improving,84.87375,At Safe
1,3.3,73.6,70.67,74.09,72.92,71.68,65.72,73.09,71.58,75.4,71.89,2,1,0,,2-4 hrs,1,0,False,False,False,False,False,False,0.17988095238095247,Stable,71.89375000000001,At Safe
0,5.7,87.4,80.6,80.88,81.75,82.25,85.53,90.85,91.3,91.97,85.64,4,1,1,,>8 hrs,2,2,True,False,False,False,False,False,1.9317857142857158,Improving,85.64125,At Safe
1,5.3,71.7,56.53,56.71,60.59,62.54,66.03,66.83,66.89,70.46,63.32,6,1,0,,6-8 hrs,1,2,False,False,False,True,False,False,2.0311904761904778,Improving,63.32249999999999,At Safe
0,5.2,79.4,71.76,71.53,69.65,71.04,70.98,71.85,75.99,72.55,71.92,1,1,0,,6-8 hrs,0,2,False,False,False,False,False,False,0.40916666666666646,Stable,71.91875,At Safe
1,4.7,85.6,75.22,76.35,70.01,71.88,68.18,65.08,66.13,62.98,69.48,4,1,0,,2-4 hrs,1,2,False,False,False,True,False,False,-1.8484523809523785,Deteriorating,69.47874999999999,At Risk
1,4.4,81.5,68.84,66.14,66.84,63.46,59.01,60.48,56.07,53.82,61.83,2,1,1,,4-6 hrs,2,1,False,False,True,False,False,False,-2.131190476190478,Deteriorating,61.8325,At Risk
0,9.3,84.1,66.36,63.55,68.32,69.12,71.31,75.14,74.23,78.7,70.84,4,1,0,,4-6 hrs,2,2,False,False,False,True,False,False,1.9336904761904823,Improving,70.84125,At Safe
1,6.9,73.5,72.77,72.75,70.02,75.14,72.94,72.14,72.03,72.69,72.56,2,1,0,,4-6 hrs,1,2,False,True,False,False,False,False,5.337978234046738e-15,Stable,72.56,At Safe
1,5.9,86.8,68.2,68.25,65.04,71.32,66.27,61.91,62.67,67.87,66.44,2,1,1,,>8 hrs,1,2,True,False,False,False,False,False,-0.5315476190476153,Stable,66.44125,At Safe
0,4.7,77.1,79.33,79.9,75.7,73.76,72.12,67.23,68.95,63.19,72.52,0,1,0,,6-8 hrs,1,1,True,False,False,False,False,False,-2.318809523809519,Deteriorating,72.52250000000001,At Risk
0,6.5,79.4,76.73,81.88,81.32,83.75,85.1,87.59,93.87,92.11,85.29,4,1,1,,6-8 hrs,1,1,False,False,False,False,False,False,2.235357142857143,Improving,85.29375,At Safe
0,5.5,83.9,72.01,72.38,70.77,72.89,69.32,68.96,71.03,69.15,70.81,3,1,0,,>8 hrs,1,1,False,False,False,False,False,False,-0.42583333333333195,Stable,70.81374999999998,At Safe
0,4.6,82.8,68.98,62.78,68.84,67.44,67.52,69.8,68.94,68.2,67.81,4,1,0,,6-8 hrs,2,1,False,False,False,False,True,False,0.3369047619047645,Stable,67.8125,At Safe
0,3.9,82.2,55.25,50.0,49.42,50.2,42.35,41.49,41.64,40.7,46.38,7,1,1,,6-8 hrs,1,1,False,False,False,False,False,False,-2.0867857142857096,Deteriorating,46.381249999999994,At Risk
1,4.3,76.0,64.71,62.62,64.06,64.67,64.85,65.43,63.28,63.62,64.16,2,1,1,,4-6 hrs,1,1,False,False,False,False,True,False,-0.00047619047618752667,Stable,64.155,At Safe
1,0.5,79.6,51.42,48.63,51.91,57.01,57.39,62.83,59.62,65.96,56.85,3,1,1,,>8 hrs,1,1,False,False,False,False,True,False,2.2603571428571443,Improving,56.84625,At Safe
1,4.9,82.0,63.86,60.33,62.18,62.67,62.7,61.81,63.43,60.25,62.15,5,1,1,,4-6 hrs,2,0,False,False,False,False,False,False,-0.129166666666663,Stable,62.15375,At Safe
0,3.5,71.0,63.05,64.52,69.19,68.54,70.68,72.51,75.37,75.26,69.89,6,1,1,,4-6 hrs,1,1,False,False,True,False,False,False,1.8073809523809528,Improving,69.89,At Safe
0,7.7,78.3,73.98,75.33,77.44,78.13,79.68,76.14,75.36,76.07,76.52,4,1,1,,6-8 hrs,1,1,False,False,False,False,True,False,0.14797619047619465,Stable,76.51624999999999,At Safe
1,4.5,85.1,68.82,64.83,64.99,59.95,59.73,52.79,53.32,49.77,59.28,8,1,0,,6-8 hrs,1,0,False,False,True,False,False,False,-2.7109523809523766,Deteriorating,59.275,At Risk
1,2.1,71.8,76.95,76.6,80.33,80.76,85.36,83.2,85.7,92.34,82.66,3,1,1,,4-6 hrs,1,1,False,False,False,True,False,False,1.9814285714285769,Improving,82.655,At Safe
0,4.4,91.3,65.41,66.0,66.29,69.14,75.12,71.97,77.18,78.68,71.22,4,1,1,,4-6 hrs,1,1,False,False,False,False,False,False,2.0453571428571458,Improving,71.22375,At Safe
1,2.4,92.2,75.69,74.87,81.06,82.82,83.12,82.54,87.91,91.99,82.5,3,1,1,,4-6 hrs,2,1,False,False,False,False,True,False,2.1909523809523845,Improving,82.5,At Safe
0,5.4,72.0,62.86,64.14,69.78,69.93,71.85,74.4,74.68,81.52,71.15,2,1,1,,6-8 hrs,2,2,False,False,False,False,True,False,2.370238095238099,Improving,71.14500000000001,At Safe
0,5.1,92.9,68.12,75.86,71.61,78.23,78.94,81.37,80.1,82.16,77.05,0,1,1,,<2 hrs,1,1,True,False,False,False,False,False,1.7794047619047646,Improving,77.04875,At Safe
0,6.4,80.9,71.54,66.65,68.82,62.82,61.99,64.29,62.21,58.6,64.61,4,1,0,,6-8 hrs,1,2,False,False,False,False,True,False,-1.5142857142857107,Deteriorating,64.615,At Risk
1,2.9,85.3,51.76,55.15,54.4,53.88,57.21,55.93,62.18,56.58,55.89,6,1,1,,6-8 hrs,1,0,True,False,False,False,False,False,0.9144047619047628,Improving,55.88625,At Safe
0,4.6,78.0,59.32,54.36,60.17,54.21,56.71,54.32,55.66,55.41,56.27,3,1,1,,6-8 hrs,1,1,False,False,False,False,True,False,-0.4276190476190455,Stable,56.269999999999996,At Safe
0,1.8,89.4,65.31,68.58,66.68,74.69,74.3,77.85,77.15,85.31,73.73,0,1,1,,6-8 hrs,2,1,False,False,True,False,False,False,2.5710714285714333,Improving,73.73374999999999,At Safe
0,5.9,85.2,62.01,65.37,63.97,64.94,61.49,67.18,65.49,64.52,64.37,2,1,1,,4-6 hrs,1,1,False,True,False,False,False,False,0.2898809523809545,Stable,64.37125,At Safe
0,5.5,75.5,48.63,47.98,41.55,44.11,42.98,39.06,42.88,40.8,43.5,8,0,0,,6-8 hrs,2,1,False,False,False,False,True,False,-1.0584523809523798,Deteriorating,43.498749999999994,At Risk
0,5.5,72.7,52.63,54.78,51.18,46.98,52.68,50.03,48.81,50.04,50.89,5,1,0,,6-8 hrs,1,1,False,False,False,True,False,False,-0.5444047619047633,Stable,50.89125,At Safe
0,4.5,70.3,75.7,74.94,78.66,80.16,84.88,85.94,85.66,87.86,81.72,1,1,1,,6-8 hrs,1,1,False,True,False,False,False,False,1.9676190476190505,Improving,81.725,At Safe
1,5.3,83.5,50.47,48.25,49.78,46.31,50.08,50.85,53.5,49.44,49.84,4,1,0,,4-6 hrs,1,2,False,True,False,False,False,False,0.3097619047619086,Stable,49.835,At Safe
0,7.7,86.6,64.71,66.09,65.34,65.23,62.28,63.76,60.2,61.08,63.59,4,1,1,,6-8 hrs,0,1,True,False,False,False,False,False,-0.7446428571428558,Stable,63.58624999999999,At Safe
0,3.9,87.2,64.51,61.75,64.65,63.41,62.95,63.67,59.01,60.74,62.59,4,1,1,,4-6 hrs,1,1,False,False,False,False,False,True,-0.5177380952380937,Stable,62.58625000000001,At Safe
1,4.8,81.1,66.03,62.53,64.4,63.03,65.72,63.15,63.44,62.51,63.85,4,1,1,,4-6 hrs,1,1,True,False,False,False,False,False,-0.2517857142857119,Stable,63.85125,At Safe
0,2.3,72.7,61.04,59.74,61.66,66.31,65.96,69.8,70.66,72.34,65.94,9,1,0,,4-6 hrs,1,1,False,False,False,False,False,True,1.8782142857142905,Improving,65.93875,At Safe
0,2.8,76.5,63.4,61.28,65.67,63.91,66.02,64.03,63.55,60.54,63.55,4,1,1,,4-6 hrs,1,1,False,False,False,False,False,True,-0.13666666666666483,Stable,63.55000000000001,At Safe
0,4.7,91.2,51.73,57.77,54.32,50.48,50.47,52.13,52.83,47.76,52.19,3,1,1,,6-8 hrs,1,2,False,False,False,False,False,False,-0.7032142857142855,Stable,52.186249999999994,At Safe
1,6.7,78.1,72.81,73.44,66.41,64.32,61.95,61.33,62.53,55.77,64.82,1,1,1,,6-8 hrs,0,0,False,False,False,False,False,False,-2.279047619047618,Deteriorating,64.82,At Risk
1,4.0,83.1,72.62,75.48,78.16,80.78,84.94,86.31,87.03,88.4,81.72,0,1,0,,6-8 hrs,1,1,True,False,False,False,False,False,2.343095238095243,Improving,81.715,At Safe
2,4.0,73.4,70.41,68.31,75.29,72.17,72.35,77.88,82.6,82.98,75.25,2,1,0,,2-4 hrs,1,1,False,False,False,False,False,True,1.9927380952380978,Improving,75.24875,At Safe
0,3.7,84.7,77.99,78.88,77.47,78.46,76.48,79.23,79.69,77.21,78.18,4,1,1,,6-8 hrs,1,1,False,False,False,False,False,True,0.02250000000000009,Stable,78.17625000000001,At Safe
1,3.4,78.3,62.6,66.02,64.86,63.4,60.21,68.37,65.67,66.67,64.72,2,1,0,,2-4 hrs,0,2,False,False,False,False,True,False,0.40571428571429285,Stable,64.725,At Safe
0,5.1,90.4,55.21,59.12,58.63,60.9,67.43,68.57,61.51,72.42,62.97,2,1,1,,2-4 hrs,0,1,False,False,False,True,False,False,2.00916666666667,Improving,62.97375,At Safe
0,1.5,88.2,48.29,49.09,46.06,44.4,41.48,39.15,40.1,39.28,43.48,7,1,1,,4-6 hrs,1,2,False,False,False,True,False,False,-1.567499999999999,Deteriorating,43.48125,At Risk
0,7.1,78.0,80.54,81.3,80.82,86.42,85.42,90.72,89.1,92.06,85.8,0,1,0,,4-6 hrs,1,1,False,False,False,False,False,False,1.7659523809523854,Improving,85.79750000000001,At Safe
0,3.2,81.0,55.54,55.75,55.74,55.48,55.06,52.47,52.01,57.93,55.0,6,1,1,,6-8 hrs,1,1,False,False,True,False,False,False,-0.1452380952380934,Stable,54.997499999999995,At Safe
1,5.9,77.6,52.68,47.9,47.75,46.42,46.63,40.0,40.44,41.52,45.42,4,1,1,,>8 hrs,0,2,False,False,False,True,False,False,-1.6483333333333323,Deteriorating,45.4175,At Risk
1,2.0,70.6,63.77,58.22,59.13,63.33,59.33,64.07,59.54,61.84,61.15,3,1,1,,6-8 hrs,1,1,False,True,False,False,False,False,0.04654761904762094,Stable,61.15375,At Safe
1,5.8,75.1,68.83,70.76,74.31,76.78,75.73,79.07,83.54,81.88,76.36,1,1,0,,>8 hrs,0,0,False,False,False,False,False,False,2.0057142857142902,Improving,76.3625,At Safe
0,5.8,83.6,61.89,59.01,60.92,58.54,61.48,60.55,59.58,57.75,59.96,5,1,1,,6-8 hrs,1,1,False,False,False,True,False,False,-0.2892857142857103,Stable,59.964999999999996,At Safe
1,5.3,84.6,61.64,61.21,61.41,61.02,65.11,60.0,60.2,61.57,61.52,3,1,0,,4-6 hrs,0,2,False,False,False,True,False,False,-0.06761904761904641,Stable,61.519999999999996,At Safe
1,2.5,83.2,56.54,51.03,48.08,47.85,51.51,42.2,44.2,40.37,47.72,3,1,1,,6-8 hrs,2,2,False,False,False,False,True,False,-1.9204761904761882,Deteriorating,47.7225,At Risk
1,5.0,79.6,57.0,61.18,65.46,63.24,67.46,65.73,74.59,73.08,65.97,1,1,0,,6-8 hrs,1,1,False,False,False,False,False,True,2.19809523809524,Improving,65.9675,At Safe
0,2.1,89.5,52.83,51.63,50.18,49.01,49.56,51.64,49.89,49.25,50.5,4,1,0,,4-6 hrs,0,1,True,False,False,False,False,False,-0.3432142857142838,Stable,50.49875,At Safe
0,4.0,82.5,71.47,72.64,69.54,65.3,61.27,63.95,59.73,61.51,65.68,1,1,1,,4-6 hrs,2,2,False,False,False,False,False,False,-1.8460714285714253,Deteriorating,65.67625000000001,At Risk
1,6.6,87.6,85.06,82.17,83.32,89.24,82.8,88.79,90.49,93.0,86.86,1,1,1,,4-6 hrs,1,1,False,False,False,True,False,False,1.2755952380952411,Improving,86.85875,At Safe
1,6.1,67.8,55.84,56.94,56.29,56.16,55.82,56.12,51.04,51.98,55.02,5,1,0,,4-6 hrs,2,0,False,False,False,True,False,False,-0.6829761904761846,Stable,55.02375000000001,At Safe
0,4.5,50.6,57.05,59.89,59.36,53.13,55.25,53.97,57.28,58.62,56.82,2,1,1,,6-8 hrs,1,1,False,False,False,True,False,False,-0.19178571428571436,Stable,56.818749999999994,At Safe
1,2.6,84.3,65.48,63.52,66.14,63.4,61.4,67.28,62.33,69.44,64.87,5,1,1,,4-6 hrs,1,2,False,False,False,False,False,True,0.27607142857143185,Stable,64.87374999999999,At Safe
1,5.8,70.6,73.71,68.41,71.15,68.43,67.36,71.86,69.32,71.98,70.28,5,1,1,,6-8 hrs,1,0,False,False,False,False,False,True,-0.07738095238094765,Stable,70.2775,At Safe
1,4.5,80.3,55.69,54.3,55.79,55.9,53.42,56.03,54.7,53.84,54.96,7,1,1,,4-6 hrs,2,2,False,False,False,False,False,False,-0.15130952380952162,Stable,54.958749999999995,At Safe
1,0.5,79.6,74.8,75.59,74.03,72.62,73.56,76.62,74.36,76.8,74.8,4,1,1,,6-8 hrs,1,1,False,False,False,False,False,False,0.19714285714285867,Stable,74.79749999999999,At Safe
1,6.1,94.7,64.05,64.48,63.19,63.69,61.88,66.74,61.55,64.22,63.72,4,1,1,,4-6 hrs,0,0,False,False,True,False,False,False,-0.05499999999999844,Stable,63.72500000000001,At Safe
0,4.5,85.2,77.9,75.75,81.52,80.66,86.32,85.53,87.49,87.66,82.85,2,1,0,,6-8 hrs,0,2,False,False,False,False,False,True,1.722738095238093,Improving,82.85375,At Safe
1,6.9,83.3,69.63,66.26,63.69,59.49,59.1,54.68,55.26,53.39,60.19,4,1,0,,6-8 hrs,1,1,False,False,True,False,False,False,-2.334523809523805,Deteriorating,60.1875,At Risk
0,2.3,88.7,63.48,61.8,63.52,65.42,66.5,63.63,72.49,65.48,65.29,2,1,1,,6-8 hrs,1,0,False,False,False,False,False,False,0.8197619047619076,Improving,65.29,At Safe
1,0.5,84.9,46.49,52.78,54.71,48.96,49.21,51.97,54.04,51.09,51.16,4,1,1,,4-6 hrs,1,2,False,False,False,False,True,False,0.36345238095238286,Stable,51.15625,At Safe
0,5.1,78.3,62.29,59.49,58.54,56.71,56.77,48.88,51.64,47.9,55.28,5,1,1,,6-8 hrs,1,1,False,False,False,True,False,False,-2.0107142857142826,Deteriorating,55.277499999999996,At Risk
0,5.1,90.6,80.22,76.94,80.58,79.03,81.23,81.35,78.7,81.02,79.88,4,0,1,,6-8 hrs,1,1,False,False,False,False,False,False,0.22511904761905027,Stable,79.88375,At Safe
1,1.1,73.1,74.54,70.3,72.86,70.17,69.13,72.54,71.5,73.09,71.77,0,1,1,,4-6 hrs,2,1,False,False,True,False,False,False,-0.07321428571428434,Stable,71.76625,At Safe
0,2.5,84.6,54.21,56.55,59.18,56.58,56.62,52.98,54.51,48.17,54.85,5,1,1,,>8 hrs,1,1,False,True,False,False,False,False,-0.8457142857142819,Deteriorating,54.85,At Risk
1,10.0,69.6,62.94,66.37,65.75,69.09,59.59,63.25,67.75,64.7,64.93,6,1,0,,>8 hrs,1,0,False,True,False,False,False,False,0.02642857142857251,Stable,64.93,At Safe
2,3.9,83.6,50.25,48.74,48.78,44.39,40.72,42.52,39.92,38.05,44.17,4,1,1,,6-8 hrs,1,1,True,False,False,False,False,False,-1.8089285714285717,Deteriorating,44.17125000000001,At Risk
1,6.0,83.5,73.33,72.71,63.91,66.66,65.23,59.65,61.05,60.44,65.37,3,1,1,,2-4 hrs,1,1,False,False,False,True,False,False,-1.937380952380952,Deteriorating,65.3725,At Risk
1,3.2,95.4,80.34,77.57,84.27,85.93,83.17,88.85,89.5,90.38,85.0,0,1,0,,>8 hrs,1,2,False,False,False,True,False,False,1.6775000000000024,Improving,85.00125,At Safe
1,0.5,69.5,65.19,63.54,67.55,69.23,73.23,68.71,75.46,77.43,70.04,3,1,0,,2-4 hrs,1,1,False,False,False,False,False,True,1.8185714285714318,Improving,70.04249999999999,At Safe
2,4.2,77.2,73.57,69.76,71.73,70.64,74.34,71.31,73.66,69.32,71.79,0,0,1,,4-6 hrs,1,0,False,False,False,True,False,False,-0.0929761904761851,Stable,71.79124999999999,At Safe
0,4.0,88.6,59.34,57.07,59.15,63.73,60.64,66.05,68.01,70.89,63.11,2,1,1,,>8 hrs,1,1,False,False,False,False,True,False,1.8233333333333357,Improving,63.11,At Safe
0,3.7,84.7,63.75,65.65,65.58,61.78,60.45,65.78,61.97,60.81,63.22,3,1,1,,4-6 hrs,1,0,False,False,False,False,False,True,-0.4727380952380912,Stable,63.221250000000005,At Safe
1,4.3,83.4,60.63,59.37,50.58,50.32,47.95,47.0,46.29,43.94,50.76,3,0,1,,>8 hrs,2,1,False,False,True,False,False,False,-2.325476190476185,Deteriorating,50.76,At Risk
0,5.0,74.4,62.66,62.16,64.81,65.36,68.21,71.5,69.64,74.17,67.31,3,1,1,,6-8 hrs,1,0,True,False,False,False,False,False,1.6772619047619073,Improving,67.31375,At Safe
1,4.2,77.3,72.02,78.73,74.61,81.34,74.8,82.82,84.97,86.42,79.46,3,1,1,,4-6 hrs,2,2,False,False,False,True,False,False,1.7867857142857233,Improving,79.46375,At Safe
0,2.0,92.0,74.74,74.11,70.92,69.62,70.4,64.46,61.05,64.85,68.77,3,1,1,,4-6 hrs,2,0,False,False,False,True,False,False,-1.8229761904761872,Deteriorating,68.76875,At Risk
1,5.5,81.6,66.91,71.11,68.05,71.5,65.95,72.53,70.67,66.52,69.16,4,1,1,,6-8 hrs,0,2,False,False,False,False,True,False,0.03523809523809701,Stable,69.155,At Safe
1,0.6,85.0,69.01,70.99,64.57,63.18,63.34,58.56,55.87,50.85,62.05,0,1,1,,6-8 hrs,1,1,True,False,False,False,False,False,-2.626071428571426,Deteriorating,62.04625000000001,At Risk
1,0.5,81.1,57.73,55.94,52.2,56.44,52.11,52.58,47.44,45.68,52.52,4,1,0,,4-6 hrs,2,1,False,False,False,False,False,False,-1.5480952380952357,Deteriorating,52.515,At Risk
1,6.0,72.5,68.71,73.12,72.62,70.88,74.06,76.58,67.8,72.07,71.98,0,1,0,,6-8 hrs,0,2,False,False,False,False,False,False,0.14261904761904745,Stable,71.97999999999999,At Safe
0,5.5,89.5,67.62,63.54,64.44,70.69,68.9,69.58,64.37,65.0,66.77,3,1,1,,6-8 hrs,1,2,False,True,False,False,False,False,-0.006666666666664531,Stable,66.76749999999998,At Safe
1,4.4,86.0,80.12,80.53,84.12,82.45,83.68,87.13,88.24,92.23,84.81,5,1,1,,6-8 hrs,2,0,False,True,False,False,False,False,1.590238095238099,Improving,84.8125,At Safe
0,1.7,100.0,54.63,51.22,52.23,50.27,45.66,45.45,46.22,42.23,48.49,7,1,1,,6-8 hrs,2,2,False,False,True,False,False,False,-1.6279761904761865,Deteriorating,48.488749999999996,At Risk
1,3.1,73.9,80.22,81.25,82.15,78.41,80.66,77.38,77.84,77.41,79.41,0,1,0,,6-8 hrs,2,2,False,False,False,True,False,False,-0.5807142857142836,Stable,79.41499999999999,At Safe
0,4.0,88.6,79.34,79.83,80.9,77.04,80.68,78.56,77.57,81.53,79.43,1,1,1,,>8 hrs,2,2,False,False,True,False,False,False,0.007738095238101066,Stable,79.43125,At Safe
1,1.3,71.5,72.28,71.31,74.3,68.96,70.65,64.15,61.88,60.25,67.97,3,1,1,,6-8 hrs,1,1,False,False,False,False,False,False,-1.906190476190474,Deteriorating,67.9725,At Risk
1,3.0,83.3,83.4,75.65,75.88,70.62,68.32,69.56,68.04,64.09,71.94,4,1,0,,4-6 hrs,1,2,False,False,False,False,True,False,-2.315238095238091,Deteriorating,71.94500000000001,At Risk
0,5.8,89.8,62.21,57.68,57.5,61.83,60.84,62.03,58.93,55.74,59.6,6,1,1,,2-4 hrs,2,0,False,False,False,False,False,True,-0.314761904761903,Stable,59.59499999999999,At Safe
1,7.4,65.4,63.47,59.52,56.56,62.83,59.37,59.54,61.71,58.16,60.14,7,1,1,,>8 hrs,2,0,False,False,False,True,False,False,-0.24690476190476,Stable,60.144999999999996,At Safe
1,3.7,80.4,52.85,51.69,52.56,56.61,56.17,60.35,62.34,59.97,56.57,3,1,0,,6-8 hrs,0,1,False,False,False,False,False,False,1.5002380952380976,Improving,56.56750000000001,At Safe
0,6.0,77.5,60.69,59.88,57.42,55.72,52.4,54.74,46.8,45.85,54.19,5,1,1,,2-4 hrs,0,1,False,False,False,False,True,False,-2.150476190476189,Deteriorating,54.18750000000001,At Risk
0,0.7,76.4,64.82,56.98,58.48,59.16,54.46,51.9,50.51,45.32,55.2,1,1,1,,4-6 hrs,1,1,False,False,False,False,False,True,-2.301071428571424,Deteriorating,55.20374999999999,At Risk
1,5.8,85.1,75.18,74.77,68.69,69.5,70.42,65.29,63.85,61.81,68.69,4,1,0,,>8 hrs,1,1,False,False,False,False,True,False,-1.8746428571428535,Deteriorating,68.68875,At Risk
1,2.9,91.0,67.15,69.31,69.9,68.25,65.59,66.83,69.56,64.09,67.59,4,1,0,,>8 hrs,1,1,False,False,False,False,False,True,-0.38142857142857123,Stable,67.58500000000001,At Safe
0,5.1,80.9,54.86,52.22,50.64,49.04,49.44,46.74,43.48,42.89,48.66,6,1,1,,4-6 hrs,1,1,False,False,False,True,False,False,-1.6522619047619016,Deteriorating,48.66375,At Risk
1,4.0,83.6,76.38,78.73,83.03,86.04,85.18,89.25,93.32,89.64,85.2,3,1,1,,4-6 hrs,2,0,False,False,True,False,False,False,2.1853571428571463,Improving,85.19625,At Safe
1,7.1,82.9,77.82,76.47,79.28,73.31,73.81,74.47,76.33,73.61,75.64,1,1,0,,2-4 hrs,1,1,False,False,False,False,False,True,-0.524999999999996,Stable,75.6375,At Safe
1,2.8,82.0,65.25,69.09,66.08,66.99,71.82,73.72,78.12,75.32,70.8,0,1,1,,4-6 hrs,1,1,False,False,True,False,False,False,1.707023809523809,Improving,70.79875000000001,At Safe
0,5.8,73.3,65.51,59.63,63.56,67.95,66.74,70.18,73.08,73.3,67.49,2,1,1,,2-4 hrs,1,1,False,False,False,False,False,False,1.6717857142857195,Improving,67.49375,At Safe
0,3.9,90.9,53.46,57.88,63.76,60.98,61.75,66.44,65.22,73.11,62.82,4,1,0,,6-8 hrs,0,1,False,False,False,False,False,False,2.1792857142857143,Improving,62.825,At Safe
1,4.2,84.4,62.76,66.07,62.57,62.03,65.99,66.24,62.87,64.96,64.19,6,1,1,,6-8 hrs,1,0,False,False,True,False,False,False,0.17107142857143423,Stable,64.18625,At Safe
1,4.1,85.2,60.02,58.38,61.08,55.99,57.56,56.2,54.07,53.36,57.08,3,1,1,,6-8 hrs,1,2,False,True,False,False,False,False,-0.967142857142855,Deteriorating,57.0825,At Risk
1,2.8,75.5,63.4,60.12,65.37,68.96,74.53,69.61,74.51,77.43,69.24,2,1,0,,>8 hrs,1,2,False,True,False,False,False,False,2.243452380952384,Improving,69.24125000000001,At Safe
0,4.5,78.3,49.84,55.59,51.94,54.57,52.37,54.77,55.92,57.77,54.1,5,1,1,,6-8 hrs,1,0,False,False,False,True,False,False,0.7553571428571438,Stable,54.09625,At Safe
1,4.4,80.6,52.88,52.1,47.83,46.14,41.58,45.25,38.49,39.81,45.51,12,1,1,,4-6 hrs,1,1,False,False,False,True,False,False,-2.0457142857142854,Deteriorating,45.51,At Risk
1,5.0,69.7,69.78,72.93,74.01,70.97,65.47,70.64,71.11,70.58,70.69,2,1,1,,6-8 hrs,2,1,False,False,False,False,True,False,-0.22749999999999848,Stable,70.68625000000002,At Safe
0,4.7,68.5,50.24,52.22,53.24,54.95,48.77,53.72,53.8,49.93,52.11,6,1,0,,4-6 hrs,2,1,False,False,True,False,False,False,0.011785714285713301,Stable,52.10875,At Safe
1,6.1,77.2,68.75,68.35,68.38,68.6,66.79,69.22,65.84,67.22,67.89,3,0,1,,6-8 hrs,1,2,False,False,True,False,False,False,-0.26845238095237917,Stable,67.89375000000001,At Safe
0,6.3,86.2,56.34,58.6,53.73,55.46,54.8,51.59,48.92,43.75,52.9,3,1,0,,6-8 hrs,2,1,False,False,False,False,False,True,-1.7096428571428535,Deteriorating,52.89875,At Risk
1,2.4,76.8,65.5,71.37,69.0,69.6,70.58,65.01,69.47,68.64,68.65,1,1,1,,4-6 hrs,1,2,False,False,True,False,False,False,0.017738095238096344,Stable,68.64625,At Safe
1,6.2,73.8,68.74,68.22,63.0,62.2,63.6,60.0,61.83,56.16,62.97,3,1,0,,2-4 hrs,1,1,True,False,False,False,False,False,-1.519166666666665,Deteriorating,62.96875,At Risk
1,2.1,75.5,57.71,61.15,62.85,69.48,67.75,68.41,73.62,76.05,67.13,5,1,1,,4-6 hrs,1,1,False,True,False,False,False,False,2.448571428571433,Improving,67.1275,At Safe
0,5.7,78.4,62.12,63.37,62.74,62.16,58.54,61.36,62.47,63.75,62.06,2,1,1,,6-8 hrs,1,1,False,False,False,False,False,True,-0.01011904761904627,Stable,62.06375,At Safe
0,5.7,79.2,80.84,77.92,75.41,68.94,70.13,67.19,66.81,63.48,71.34,3,0,1,,6-8 hrs,2,0,False,False,False,False,False,False,-2.3873809523809455,Deteriorating,71.34,At Risk
0,0.7,99.3,78.44,74.22,76.73,76.03,75.0,75.47,75.18,77.67,76.09,1,1,1,,2-4 hrs,2,1,False,False,False,True,False,False,-0.06428571428571185,Stable,76.09249999999999,At Safe
1,4.7,90.4,78.31,75.77,71.28,75.82,70.31,63.92,65.31,61.95,70.33,2,1,1,,4-6 hrs,2,2,False,False,False,False,False,False,-2.3144047619047603,Deteriorating,70.33375,At Risk
0,3.6,90.2,54.94,52.87,48.62,48.38,48.86,45.71,43.67,43.2,48.28,2,1,1,,>8 hrs,1,1,False,False,False,True,False,False,-1.6241666666666628,Deteriorating,48.28125,At Risk
1,3.0,91.3,68.1,71.18,64.58,61.85,65.53,64.89,69.24,68.63,66.75,8,1,1,,6-8 hrs,0,2,False,False,False,True,False,False,-0.01642857142856885,Stable,66.75,At Safe
1,7.2,74.0,61.03,56.05,58.24,59.15,62.61,62.94,56.05,57.99,59.26,5,1,0,,4-6 hrs,0,1,False,False,False,False,False,False,-0.04428571428571125,Stable,59.2575,At Safe
0,3.2,72.2,49.06,51.28,47.15,52.22,48.54,46.53,54.29,48.93,49.75,5,1,1,,4-6 hrs,1,0,False,False,False,False,False,True,0.10238095238095148,Stable,49.75,At Safe
1,2.9,73.1,74.16,70.61,68.97,66.51,61.88,64.35,62.76,56.75,65.75,6,1,1,,6-8 hrs,1,1,False,False,False,False,False,True,-2.1382142857142874,Deteriorating,65.74875,At Risk
1,4.7,92.7,65.89,72.88,70.63,74.72,73.51,77.81,79.83,81.42,74.59,2,1,1,,6-8 hrs,2,1,False,False,False,False,False,False,1.9498809523809577,Improving,74.58624999999999,At Safe
